"x","y","pH"
167.774016503245,428.807070013136,7.99086416723348
840.2119721286,134.380263509229,7.87166848597844
691.856365650892,963.720950996503,7.77265172745167
946.724874200299,948.060676222667,8.11921347947206
263.142418116331,597.325517563149,7.79086691675333
706.945970188826,673.729437403381,7.74793670524233
730.792608112097,826.454001478851,7.73526667958026
941.194257698953,348.606332438067,7.92948414730293
671.972261974588,752.417659386992,7.7397380518668
347.7581825573,246.228470699862,7.93430335672814
313.909048447385,589.30176589638,7.79147962591599
605.788387358189,612.322279484943,7.73607003037557
141.122519271448,64.2108761239797,7.93760695134105
122.872146079317,295.638702809811,7.91945582210214
480.15494691208,417.868373449892,7.97143078209312
482.924742856994,189.759615343064,7.94310061478841
168.911215150729,727.345725754276,7.89241930172055
298.629070166498,323.761265026405,7.89670348111658
80.8137564454228,887.561213690788,7.71127086451444
969.939855625853,607.876035384834,8.02161349229084
837.965357583016,337.16898644343,7.93547172171066
129.220724804327,535.041969036683,7.89707346429163
978.610878111795,8.5351939778775,8.00168627781407
191.017462406307,941.499628359452,7.66721525670589
962.20583608374,805.381514597684,7.98672529437598
338.681946508586,682.326765032485,7.57828498472018
295.066548045725,879.958887118846,7.63754572018742
838.21636531502,894.007846014574,7.90029959402053
664.811739232391,140.235307393596,7.83755642862149
494.958077091724,430.9906240087,8.01046006409645
210.824972949922,585.631765658036,7.86256393775989
871.687740786001,704.89361602813,8.11901635222615
458.067915169522,789.568322245032,7.6133673072549
129.465029109269,380.9338521678,7.98613211045021
518.058806657791,378.795470576733,8.07776911310361
622.611350612715,968.307690694928,7.80244624424585
499.309122795239,910.886019701138,7.71163221961014
925.904409959912,310.668772784993,7.94598918038313
10.7307743746787,561.587667791173,7.98636709178681
340.260156430304,852.002627681941,7.62479428349251
67.9017829243094,162.672381149605,7.8749120668285
34.6962339244783,484.876084141433,7.99467612750777
475.057106232271,809.946262277663,7.5959624586803
740.856251912192,736.104010371491,7.81230438414095
356.93867970258,300.7907345891,7.93144574188779
217.849232722074,778.555323835462,7.82337650557373
256.457252427936,685.692921746522,7.72138175756804
308.508065296337,531.28271875903,7.94653247830415
457.788146333769,963.050836697221,7.73894432732086
954.106971388683,687.594472197816,8.09131387994432
97.1964888740331,411.673618713394,7.99386101674912
718.385995132849,979.212449630722,7.6618639767066
570.365900872275,3.81883629597723,7.75207329313364
178.857423830777,409.609603462741,7.965477203601
840.112316189334,384.180878289044,7.93594850618753
151.655174326152,722.023060545325,7.90351665433371
914.066209457815,132.456572027877,7.91161937848066
31.4283317420632,825.454938225448,7.85497718081432
778.498289175332,145.887015620247,7.89312610159194
94.3407749291509,56.5258755814284,8.01137384135235
502.119973301888,182.231076993048,7.88352590401703
627.328825183213,745.738927973434,7.73984187421647
88.6690325569361,978.088226635009,7.71310879823495
908.079379005358,238.051441032439,7.81920127068492
479.813078185543,975.69657349959,7.74698407317378
114.791784668341,525.614282581955,7.91493504148828
986.557857366279,345.164299476892,7.9289282772017
336.572051281109,769.897890742868,7.70833079823388
672.725926153362,855.121385073289,7.67841918924498
969.092679210007,637.227703817189,8.08723947752386
262.572170002386,914.439810905606,7.60915668872013
300.336470361799,558.59542102553,7.85170742811316
958.843998843804,4.30352543480694,7.99987095328355
188.199330354109,563.269740203395,7.82858207193249
869.863699190319,905.771240824834,8.00871917452146
958.337447606027,798.436084529385,7.98262021873373
527.731841662899,15.5123549047858,7.85200035134266
996.753702638671,395.86713607423,7.95242148377898
6.78902678191662,329.151599667966,8.03951768890381
676.576050929725,256.969871465117,7.80720487349537
72.8280807379633,472.329142969102,7.98132321392926
409.341669641435,896.193816559389,7.62704136571228
201.399593148381,700.189525261521,7.89173212369518
945.35648310557,16.433659940958,8.0207874881009
355.510664172471,700.857204385102,7.6623602512258
485.440485179424,60.1621656678617,7.93446174444314
316.00240455009,558.457061648369,7.91139807236136
269.918588921428,998.536092462018,7.69618436512931
893.528864020482,462.639809818938,8.03844648773149
842.360048089176,730.38886138238,8.07862127510129
515.036177355796,970.369460294023,7.73235564967823
268.065661890432,347.830578917637,7.90273456181213
95.7473304588348,673.462316393852,7.92223602577054
29.1101017501205,590.322400908917,7.90813966504335
631.029817042872,721.066763391718,7.83065425845854
723.551199305803,518.644534051418,7.85843026552259
622.069422388449,632.294047391042,7.70113075673982
182.881661690772,290.270264958963,7.91939725242509
272.268477361649,611.053264467046,7.73298730068595
465.802211081609,530.250914860517,7.86983374047064
